Tweet_date,Tweet_time,Tweet_City,Tweet_Country,Tweet_account,Retweet_count,Tweet_Text,Sentiment Score,Polarity
4/6/2020,18:21:00,Purchase,USA,PepsiCo,0,send  location refer team,0,neutral
4/6/2020,18:21:00,Purchase,USA,PepsiCo,791,stay april join fight ovid partnering bring work,0,neutral
4/6/2020,18:32:00,Redmond,USA,Microsoft,22,microsoft chief technology officer sits talk ai american are,0,neutral
4/6/2020,18:46:00,Redmond,USA,Microsoft,35,ai rural broadband digital skill developmentnntune live online event,0.045,positive
4/6/2020,18:46:00,Redmond,USA,Microsoft,4,pointless,-0.25,negative
4/6/2020,18:47:00,Redmond,USA,Microsoft,0,nan,0,neutral
4/6/2020,18:56:00,Redmond,USA,Microsoft,1,nan,0,neutral
4/6/2020,19:01:00,Redmond,USA,Microsoft,38,safeguarding data navigating tip student succeed distance,0,neutral
4/6/2020,19:07:00,Redmond,USA,Microsoft,0,notification ggt,0,neutral
4/6/2020,19:08:00,Redmond,USA,Microsoft,60,year hosted student world part summer internship program dnas,0,neutral
4/6/2020,19:08:00,Redmond,USA,Microsoft,0,dare,0,neutral
4/6/2020,19:09:00,Republic of Singapore,Singapore,ciscoapac,2,philippine md met anc discus country adapting remote working,-0.1,negative
4/6/2020,19:35:00,Republic of Singapore,Singapore,ciscoapac,4,absolute winning combination monitoring innovate love reverse mentor centres cam,0.4,positive
4/6/2020,19:41:00,Republic of Singapore,Singapore,ciscoapac,1,creativity alltime high mentor amp centres inspiring logo represent pair,0.33,positive
4/6/2020,19:46:00,Seattle,USA,amazon,0,nan,0,neutral
4/6/2020,19:48:00,Seattle,USA,amazon,0,heather kind word,0.6,positive
4/6/2020,19:55:00,Seattle,USA,amazon,0,nan,0,neutral
4/6/2020,19:59:00,Seattle,USA,amazon,0,shootout ashley happy,0.8,positive
4/6/2020,19:59:00,Seattle,USA,amazon,2,nan,0,neutral
4/6/2020,20:01:00,Seattle,USA,amazon,1,glad hear daughter enjoyed love photo interest,0.5,positive
4/6/2020,20:01:00,Seattle,USA,amazon,0,goodness creative decorated love picture,0.5,positive
4/6/2020,20:13:00,Seattle,USA,amazon,0,perfect delivery love brooke,0.75,positive
4/6/2020,20:16:00,Seattle,USA,amazon,0,wonderful package arrives earlier expected cheryl,0.3,positive
4/6/2020,20:19:00,Silicon Valley,USA,Cisco,0,nan,0,neutral
4/6/2020,20:23:00,Silicon Valley,USA,Cisco,52,pleased announce cisco intent acquire fluiesh network plc leader industrial wireless,0.5,positive
4/6/2020,20:28:00,Silicon Valley,USA,Cisco,10,learn university portsmouth eliminating communication barriershelping student prof,0,neutral
4/6/2020,20:28:00,Silicon Valley,USA,Cisco,8,transitioning entire college online village cisco collaboration,0,neutral
4/6/2020,20:35:00,Silicon Valley,USA,Cisco,3,thrilled joined sport fan virtually wait live sport return,0.368,positive
4/6/2020,20:43:00,Silicon Valley,USA,Cisco,8,current backdrop unparalleled uncertainty chief technology officer legal,0.1,positive
4/6/2020,20:43:00,UK,UK,UberUK,0,due ovid support team prioritizing safety concern urgent issue apologize,-0.125,negative
4/6/2020,20:46:00,UK,UK,UberUK,0,happy bells send account info email mobile  assist,0.8,positive
4/6/2020,20:53:00,UK,UK,UberUK,0,happy yasmin send account info email mobile,0.8,positive
4/6/2020,20:58:00,UK,UK,UberUK,0,happy sarah send account info email mobile,0.8,positive
4/6/2020,20:58:00,UK,UK,UberUK,0,happy reece send account info email mobile  assist,0.8,positive
4/6/2020,21:02:00,UK,UK,UberUK,0,happy beatrice send account info email mobile  assist,0.8,positive
4/6/2020,21:08:00,UK,UK,UberUK,0,disappointed hear  email mobile assist,-0.75,negative
4/6/2020,21:14:00,UK,UK,UberUK,0,michael send  explain fully work character,0,neutral
4/6/2020,21:21:00,UK,UK,UberUK,0,methane happy provide feedback form bottom,0.8,positive
4/6/2020,21:24:00,UK,UK,UberUK,0,erin happy assist visit section user app team asap,0.8,positive
4/6/2020,21:26:00,UK,UK,UberUK,0,beck happy provide feedback form bottom,0.8,positive
4/6/2020,21:30:00,UK,UK,UberUK,0,reaching sj tap user app team asap,0,neutral
4/6/2020,21:32:00,UK,UK,UberUK,0,replied ,0,neutral
4/6/2020,21:44:00,UK,UK,UberUK,0,apology louise send  mobile number em,0,neutral
4/6/2020,21:47:00,UK & Ireland,UK & Ireland,NestleUKI,0,jade find free list,0.4,positive
4/6/2020,21:54:00,UK & Ireland ,UK & Ireland,CiscoUKI,5,unprecedented time nour chief executive share local organic,0.3,positive
4/6/2020,21:59:00,UK & Ireland ,UK & Ireland,CiscoUKI,1,learn expert scale remote workforce quickly cisco hyperflex hosting seminar,0.117,positive
4/6/2020,22:01:00,Vevey,Switzerland,Nestle,2,expanded coffee brand sweden launch summer,0,neutral
4/6/2020,22:02:00,Vevey,Switzerland,Nestle,10,employee leading local relief effort community operate providing,0,neutral
4/6/2020,22:07:00,Washington DC,USA,WorldBank,13,group taking broad fast action support country slow stop spread,0.016,positive
4/6/2020,22:08:00,Washington DC,USA,WorldBank,22,financial system east asia pacific remain vulnerable external shock country,-0.167,negative
4/6/2020,22:18:00,Washington DC,USA,WorldBank,30,group emergency package country respond ethiopia wer,0,neutral
4/6/2020,22:24:00,Washington DC,USA,WorldBank,20,group supporting drc providing fast flexible response pandemic,0.225,positive
4/6/2020,22:27:00,Washington DC,USA,WorldBank,59,group prepared provide billion month protect poor valera,-0.4,negative
4/6/2020,22:33:00,Washington DC,USA,WorldBank,47,world face education crisis causing billion child amp youth school country,0,neutral
4/6/2020,22:35:00,Washington DC,USA,WorldBank,60,devastating impact world student school,-1,negative
4/6/2020,22:43:00,Washington DC,USA,WorldBank,7,providing response medical supply treatment center laboratory,-0.05,negative
4/6/2020,22:53:00,Washington DC,USA,WorldBank,31,health authority remain high alert optimistic country turned corner,0.16,positive
4/6/2020,22:54:00,Washington DC,USA,WorldBank,8,tool country predict trajectory projection inform policy country bet,0,neutral
4/6/2020,22:59:00,Washington DC,USA,WorldBank,59,data understand pandemic manage dashboard real-time data,0,neutral
4/6/2020,22:59:00,Washington DC,USA,WorldBank,24,crisis exposed vulnerability transport sector address gap ince,0,neutral
4/6/2020,22:59:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la,0,neutral
4/6/2020,23:00:00,Worldwide,Global,MDLZ,0,holangracias por tu message envied su consult maestro equip proper,0,neutral
4/6/2020,23:08:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la tetras,0,neutral
4/6/2020,23:10:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la,0,neutral
4/6/2020,23:23:00,Worldwide,Global,MDLZ,0,holangracias por tu message envied su consult maestro equip prop,0,neutral
4/6/2020,23:24:00,Worldwide,Global,MDLZ,0,send  barcode date letter number,0,neutral
4/6/2020,23:26:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la tetras,0,neutral
4/6/2020,23:39:00,Worldwide,Global,MDLZ,0,send  barcode date letter number follow,0,neutral
4/6/2020,23:47:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la tetras,0,neutral
4/6/2020,23:51:00,Worldwide,Global,MDLZ,0,message private con el de barra echo de caducidad la tetras,0,neutral
4/6/2020,23:54:00,Worldwide,Global,MDLZ,14,board director ovid special envoy emphasise global coordination,0.179,positive
4/6/2020,23:59:00,Worldwide,Global,MDLZ,5,today collaborating intensively fellow member company maintain,0,neutral
4/7/2020,0:11:00,Basel,Switzerland,Novartis,13,year thankful hard work healthcare profess,-0.292,negative
4/7/2020,0:18:00,Basel,Switzerland,Novartis,25,recently announced ovid response fund providing urgently needed support healthcare worker commu,0,neutral
4/7/2020,0:21:00,Basel,Switzerland,Novartis,3,learn ovid response fund response pandemic,0,neutral
4/7/2020,0:28:00,Basel,Switzerland,Novartis,4,project approved receive funding including italy brazil sub-saharan africa,0,neutral
4/7/2020,0:41:00,Basel,Switzerland,NovartisNews,18,recently announced ovid response fund providing urgently needed support healthcare worker commu,0,neutral
4/7/2020,0:41:00,Basel,Switzerland,NovartisNews,2,learn ovid response fund response pandemic,0,neutral
4/7/2020,0:42:00,Basel,Switzerland,NovartisNews,0,project approved receive funding including italy brazil sub-saharan africa,0,neutral
4/7/2020,0:48:00,Dubai,UAE,EmiratesSupport,0,bugsy refund depend ticket fare rule issued ticket,0,neutral
4/7/2020,0:58:00,Dubai,UAE,EmiratesSupport,0,trevor remove hide tweet booking reference email address,0,neutral
4/7/2020,0:59:00,Dubai,UAE,EmiratesSupport,0,victor replied similar query ,0,neutral
4/7/2020,1:00:00,Dubai,UAE,EmiratesSupport,0, booking reference full email address check,0.35,positive
4/7/2020,1:04:00,Dubai,UAE,EmiratesSupport,0,paul due current situation relating ovid experiencing severe delay proc,-0.063,negative
4/7/2020,1:29:00,Dubai,UAE,EmiratesSupport,0,osman replied  check,0,neutral
4/7/2020,1:41:00,Dubai,UAE,EmiratesSupport,0,dr trudy replied ,0,neutral
4/7/2020,1:59:00,Dubai,UAE,EmiratesSupport,0,ruth feel  booking email address check,0,neutral
4/7/2020,2:01:00,Dubai,UAE,EmiratesSupport,0,hazel  booking reference email address guide alternatively fin,0,neutral
4/7/2020,2:01:00,Dubai,UAE,EmiratesSupport,0,gabriele replied ,0,neutral
4/7/2020,2:06:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,2:07:00,Dubai,UAE,EmiratesSupport,0,brake we ticket open reboot resume flightsnif,0,neutral
4/7/2020,2:08:00,Dubai,UAE,EmiratesSupport,0,mahal share ticket number email address,0,neutral
4/7/2020,2:10:00,Dubai,UAE,EmiratesSupport,0,undo hear share detail ticket number email ad,0,neutral
4/7/2020,2:27:00,Dubai,UAE,EmiratesSupport,0,foil replied ,0,neutral
4/7/2020,2:38:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,2:41:00,Dubai,UAE,EmiratesSupport,0,anil replied ,0,neutral
4/7/2020,2:42:00,Dubai,UAE,EmiratesSupport,0,jamiencan  emirate holiday reference contact number email addressee,0,neutral
4/7/2020,2:59:00,Dubai,UAE,EmiratesSupport,0,duncan  booking reference full email addressee check ticket back younthanks,0.175,positive
4/7/2020,3:00:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,3:04:00,Dubai,UAE,EmiratesSupport,0,judithnplease send  helping booking,0,neutral
4/7/2020,3:22:00,Dubai,UAE,EmiratesSupport,0,charlotte  replied,0,neutral
4/7/2020,3:37:00,Dubai,UAE,EmiratesSupport,0,stephen replied ,0,neutral
4/7/2020,3:40:00,Dubai,UAE,EmiratesSupport,0,gary replied ,0,neutral
4/7/2020,3:43:00,Dubai,UAE,EmiratesSupport,0,albert  booking email address guide,0,neutral
4/7/2020,3:56:00,Dubai,UAE,EmiratesSupport,0,reboot flightsnyou send  question,0,neutral
4/7/2020,3:59:00,Dubai,UAE,EmiratesSupport,0,missynwe flight pakistan dubai moment,0,neutral
4/7/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,resume flight reboot flight resumed eye,0,neutral
4/7/2020,4:02:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,4:22:00,Dubai,UAE,EmiratesSupport,0,manu hear current flight operating dubai london heathrow fr,0,neutral
4/7/2020,4:23:00,Dubai,UAE,EmiratesSupport,0, question,0,neutral
4/7/2020,4:30:00,Dubai,UAE,EmiratesSupport,0,parris  booking email address guide,0,neutral
4/7/2020,4:31:00,Dubai,UAE,EmiratesSupport,0,maria replied ,0,neutral
4/7/2020,4:35:00,Dubai,UAE,EmiratesSupport,0,aim replied ,0,neutral
4/7/2020,4:54:00,Dubai,UAE,EmiratesSupport,0,send direct message email address valid contact number check,0.1,positive
4/7/2020,5:05:00,Dubai,UAE,EmiratesSupport,0,hisham replied ,0,neutral
4/7/2020,5:24:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,5:24:00,Dubai,UAE,EmiratesSupport,0, booking reference email address,0,neutral
4/7/2020,5:30:00,Dubai,UAE,EmiratesSupport,0,amber check booking option youse decided tr,0,neutral
4/7/2020,5:31:00,Dubai,UAE,EmiratesSupport,0,cathy  booking email address,0,neutral
4/7/2020,5:40:00,Dubai,UAE,EmiratesSupport,0,abhishek call redeem voucher  yo,0,neutral
4/7/2020,5:42:00,Dubai,UAE,EmiratesSupport,0,emirate social medium,0.033,positive
4/7/2020,5:48:00,Dubai,UAE,EmiratesSupport,0,travel voucher valid year issuance travel voucher validity,0,neutral
4/7/2020,5:49:00,Dubai,UAE,EmiratesSupport,0,steffi thanks reaching outnyou check option offering,0.2,positive
4/7/2020,5:52:00,Dubai,UAE,EmiratesSupport,0, ticket number email address issued yo,0,neutral
4/7/2020,5:52:00,Dubai,UAE,EmiratesSupport,0,japan  booking reference email address check guide,0,neutral
4/7/2020,5:55:00,Dubai,UAE,EmiratesSupport,0,julie  ticket number email address check,0,neutral
4/7/2020,5:57:00,Dubai,UAE,EmiratesSupport,0,imtiaz  booking reference email address check guide hurt,0,neutral
4/7/2020,5:58:00,Dubai,UAE,EmiratesSupport,0,helenncan  booking reference mum full email address mentioned,0.35,positive
4/7/2020,6:00:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,6:03:00,Dubai,UAE,EmiratesSupport,0,piano  booking reference email address,0,neutral
4/7/2020,6:08:00,Dubai,UAE,EmiratesSupport,0,antoni replied ,0,neutral
4/7/2020,6:30:00,Dubai,UAE,EmiratesSupport,0,pauline hear  booking reference email address check option,0,neutral
4/7/2020,6:30:00,Dubai,UAE,EmiratesSupport,0,causal contacted yesterday decided ticket open day,0,neutral
4/7/2020,6:32:00,Dubai,UAE,EmiratesSupport,0,craig replied ,0,neutral
4/7/2020,6:36:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,7:00:00,Dubai,UAE,EmiratesSupport,0,avicamnthanks writing undue current situation relating ovid experiencing,0,neutral
4/7/2020,7:05:00,Dubai,UAE,EmiratesSupport,0,valid year issuance travel voucher validity refund,0,neutral
4/7/2020,7:13:00,Dubai,UAE,EmiratesSupport,0,rachel refund request  replied,0,neutral
4/7/2020,7:21:00,Dubai,UAE,EmiratesSupport,0,johan issued travel voucher ticket  detail,0,neutral
4/7/2020,7:21:00,Dubai,UAE,EmiratesSupport,0,bhargavi due current situation relating ovid experiencing severe delay pro,-0.063,negative
4/7/2020,7:21:00,Dubai,UAE,EmiratesSupport,0,karina due current situation relating ovid experiencing severe delay,-0.063,negative
4/7/2020,7:30:00,Dubai,UAE,EmiratesSupport,0,learn replied ,0,neutral
4/7/2020,7:34:00,Dubai,UAE,EmiratesSupport,0,paul send  booking reference email address contact number,0,neutral
4/7/2020,7:38:00,Dubai,UAE,EmiratesSupport,0,check option offering call,0,neutral
4/7/2020,7:41:00,Dubai,UAE,EmiratesSupport,0,luke  skywards number full email address check,0.35,positive
4/7/2020,7:41:00,Dubai,UAE,EmiratesSupport,0,lynne due current situation relating ovid experiencing severe delay process,-0.063,negative
4/7/2020,7:41:00,Dubai,UAE,EmiratesSupport,0,daisy replied ,0,neutral
4/7/2020,7:41:00,Dubai,UAE,EmiratesSupport,0,amerjeet replied ,0,neutral
4/7/2020,7:42:00,Dubai,UAE,EmiratesSupport,0,share booking reference email address  check refund option,0,neutral
4/7/2020,7:54:00,Dubai,UAE,EmiratesSupport,0,muhammad  booking reference check booking,0,neutral
4/7/2020,7:59:00,Dubai,UAE,EmiratesSupport,0,raj stranded thailand flight suspended uae gover,0,neutral
4/7/2020,8:00:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,8:02:00,Dubai,UAE,EmiratesSupport,0,mahal replied ,0,neutral
4/7/2020,8:02:00,Dubai,UAE,EmiratesSupport,0,check booking option youse decided travel date,0,neutral
4/7/2020,8:02:00,Dubai,UAE,EmiratesSupport,0,michelle replied ,0,neutral
4/7/2020,8:02:00,Dubai,UAE,EmiratesSupport,0,nishi replied ,0,neutral
4/7/2020,8:02:00,Dubai,UAE,EmiratesSupport,0,ryan learn  booking reference full email address,0.35,positive
4/7/2020,8:11:00,Dubai,UAE,EmiratesSupport,0,maria replied ,0,neutral
4/7/2020,8:12:00,Dubai,UAE,EmiratesSupport,0,nan,0,neutral
4/7/2020,8:13:00,Dubai,UAE,EmiratesSupport,0,agency reach sale support unitsnnfor travel restriction,0,neutral
4/7/2020,8:21:00,Dubai,UAE,EmiratesSupport,0,alternative travel plan find contact detail issued,0,neutral
4/7/2020,8:27:00,Dubai,UAE,EmiratesSupport,0,gojettersgothank questionnyou check detail response,0,neutral
4/7/2020,8:34:00,Dubai,UAE,EmiratesSupport,0,agency reach sale support unitsnnfor travel restriction,0,neutral
4/7/2020,8:38:00,Dubai,UAE,EmiratesSupport,0,travel plan find contact detail issued ticket,0,neutral
4/7/2020,8:43:00,Dubai,UAE,EmiratesSupport,0,zubairthanks reaching outnyou check detail response ovid,0,neutral
4/7/2020,8:49:00,Dubai,UAE,EmiratesSupport,0,into send direct message booking reference email address contact num,0.1,positive
4/7/2020,8:58:00,Dubai,UAE,EmiratesSupport,0,destination aprilninitial flight commence dubai london heathrow frankfurt pari,0,neutral
4/7/2020,9:01:00,Dubai,UAE,EmiratesSupport,0,asdaque were suspended flight uses government directivesnplease,0,neutral
4/7/2020,9:05:00,Dubai,UAE,EmiratesSupport,0,shamir flight suspended uae government directive check,0,neutral
4/7/2020,9:06:00,Dubai,UAE,EmiratesSupport,0,mike hear  booking referenceticket number,0,neutral
4/7/2020,9:06:00,Dubai,UAE,EmiratesSupport,0,fran replied ,0,neutral
4/7/2020,9:07:00,Dubai,UAE,EmiratesSupport,0,abi back sooner replied back ,0,neutral
4/7/2020,9:08:00,Dubai,UAE,EmiratesSupport,0,contacting share booking reference full email address,0.35,positive
4/7/2020,9:08:00,Dubai,UAE,EmiratesSupport,0,chris back  check,0,neutral
4/7/2020,9:08:00,Dubai,UAE,EmiratesSupport,0, booking reference full email address check guide fu,0.35,positive
4/7/2020,9:09:00,Dubai,UAE,EmiratesSupport,0,punish day send travel voucher registered email address,0,neutral
4/7/2020,9:12:00,Dubai,UAE,EmiratesSupport,0,sagdeev check option offering hel,0,neutral
4/7/2020,9:13:00,Dubai,UAE,EmiratesSupport,0,claudio flight rio de janeiro athens june cancelled schedule operational,0,neutral
4/7/2020,9:15:00,Dubai,UAE,EmiratesSupport,0,hardy replied ,0,neutral
4/7/2020,9:17:00,Dubai,UAE,EmiratesSupport,0,greta  screenshot error booking detail check,0,neutral
4/7/2020,9:17:00,Dubai,UAE,EmiratesSupport,0,stuart hear  booking reference email id mentioned,0,neutral
4/7/2020,9:30:00,Dubai,UAE,EmiratesSupport,0,andy check option offering,0,neutral
4/7/2020,9:37:00,Dubai,UAE,EmiratesSupport,0,definite schedule situation remain dynamic happen anytime ple,0,neutral
4/7/2020,9:37:00,Dubai,UAE,EmiratesSupport,0,dee check option offering hel,0,neutral
4/7/2020,9:37:00,Dubai,UAE,EmiratesSupport,0,ben hear laptop desktop browser encounter,0,neutral
4/7/2020,9:38:00,Dubai,UAE,EmiratesSupport,0,martin due current situation relating ovid experiencing severe delay,-0.063,negative
4/7/2020,9:42:00,Dubai,UAE,EmiratesSupport,0,rajesh check option offering,0,neutral
4/7/2020,9:43:00,Dubai,UAE,EmiratesSupport,0,malawi touch local uae embassy urgent repatriation assistance,0,neutral
4/7/2020,9:43:00,Dubai,UAE,EmiratesSupport,0,kirsty due current situation relating ovid experiencing severe delay process,-0.063,negative
4/7/2020,9:44:00,Dubai,UAE,EmiratesSupport,0,fiona flight suspended uae government directive check,0,neutral
4/7/2020,9:54:00,Dubai,UAE,EmiratesSupport,0,mel check option offering ca,0,neutral
4/7/2020,9:59:00,Dubai,UAE,EmiratesSupport,0,jane check option offering,0,neutral
4/7/2020,10:00:00,Dubai,UAE,EmiratesSupport,0,mary reply sooner due current situation relating ovid ar,-0.063,negative
4/7/2020,10:01:00,Dubai,UAE,EmiratesSupport,0,hannah due current situation relating ovid experiencing severe delay price,-0.063,negative
4/7/2020,10:01:00,Dubai,UAE,EmiratesSupport,0,feed reaching send email address direct message,0.1,positive
4/7/2020,10:02:00,Dubai,UAE,EmiratesSupport,0,peter write customer relation team back,0,neutral
4/7/2020,10:02:00,Dubai,UAE,EmiratesSupport,0,ewan issued ticket travel agency discus booking ref,0,neutral
4/7/2020,10:03:00,Dubai,UAE,EmiratesSupport,0,joel send direct message booking reference email address contact num,0.1,positive
4/7/2020,10:09:00,Dubai,UAE,EmiratesSupport,0,learn happened  de,0,neutral
4/7/2020,10:14:00,Dubai,UAE,EmiratesSupport,0,jack due current situation relating ovid experiencing severe delay proc,-0.063,negative
4/7/2020,10:20:00,Dubai,UAE,EmiratesSupport,0,learn  full email address,0.35,positive
4/7/2020,10:25:00,Dubai,UAE,EmiratesSupport,0,keith due current situation relating ovid experiencing severe delay price,-0.063,negative
4/7/2020,10:25:00,Dubai,UAE,EmiratesSupport,0,linear replied ,0,neutral
4/7/2020,10:29:00,Dubai,UAE,EmiratesSupport,0,nicola check option offering hel,0,neutral
4/7/2020,10:32:00,Dubai,UAE,EmiratesSupport,0,oliver replied  check,0,neutral
4/7/2020,10:32:00,Dubai,UAE,EmiratesSupport,0,lisa submitted refund online additional time due,-0.125,negative
4/7/2020,10:33:00,Dubai,UAE,EmiratesSupport,0, replied assistance call,0,neutral
4/7/2020,10:33:00,Dubai,UAE,EmiratesSupport,0,ahmed replied back ,0,neutral
4/7/2020,10:34:00,Dubai,UAE,EmiratesSupport,0,sagdeev  booking reference email address check fare rule gui,0,neutral
4/7/2020,10:40:00,Dubai,UAE,EmiratesSupport,0,mohammed replied  check into,0,neutral
4/7/2020,10:42:00,Dubai,UAE,EmiratesSupport,0,neal  booking reference email address mentioned booking thi,0,neutral
4/7/2020,10:43:00,Dubai,UAE,EmiratesSupport,0,japan  booking reference email address wel,0,neutral
4/7/2020,10:43:00,Dubai,UAE,EmiratesSupport,0,rishiraj  check,0,neutral
4/7/2020,10:43:00,Dubai,UAE,EmiratesSupport,0,due current situation relating ovid experiencing severe delay process,-0.063,negative
4/7/2020,10:43:00,Dubai,UAE,EmiratesSupport,0,jamie replied  check,0,neutral
4/7/2020,10:44:00,Dubai,UAE,EmiratesSupport,0,josh due current situation relating ovid experiencing severe delay pro,-0.063,negative
4/7/2020,10:44:00,Dubai,UAE,EmiratesSupport,0,china check option offering,0,neutral
4/7/2020,10:46:00,Dubai,UAE,EmiratesSupport,0,nicola  booking reference email address check fare rule ticket,0,neutral
4/7/2020,10:49:00,Dubai,UAE,EmiratesSupport,0,hashish respond sooner call assist,0,neutral
4/7/2020,10:49:00,Dubai,UAE,EmiratesSupport,0,due current situation relating ovid experiencing severe delay processing time,-0.063,negative
4/7/2020,10:50:00,Dubai,UAE,EmiratesSupport,0,ba receive voucher  full,0.35,positive
4/7/2020,10:57:00,Dubai,UAE,EmiratesSupport,0,dave due current situation relating ovid experiencing severe delay price,-0.063,negative
4/7/2020,11:00:00,Dubai,UAE,EmiratesSupport,0,tracy learn  email address check status,0,neutral
4/7/2020,11:02:00,Dubai,UAE,EmiratesSupport,0, full booking reference email address,0.35,positive
4/7/2020,11:04:00,Dubai,UAE,EmiratesSupport,0,rachel replied ,0,neutral
4/7/2020,11:05:00,Dubai,UAE,EmiratesSupport,0,landing complete booking online webster directly,0.1,positive
4/7/2020,11:07:00,Dubai,UAE,EmiratesSupport,0,rudi  email address amp ticket number link due current situation rel,-0.063,negative
4/7/2020,11:11:00,Dubai,UAE,EmiratesSupport,0,juliane replied  check,0,neutral
4/7/2020,11:12:00,Dubai,UAE,EmiratesSupport,0,ann flight suspended uae government directive check trade,0,neutral
4/7/2020,11:16:00,Dubai,UAE,EmiratesSupport,0,video  ticket number full amp email address link issued ticket,0.35,positive
4/7/2020,11:17:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/7/2020,11:20:00,Dubai,UAE,EmiratesSupport,0,aim replied  check,0,neutral
4/7/2020,11:21:00,Dubai,UAE,EmiratesSupport,0,travel voucher validity book flight,0,neutral
4/7/2020,11:23:00,Dubai,UAE,EmiratesSupport,0,wesley issued ticket travel agency discus booking ref,0,neutral
4/7/2020,11:23:00,Dubai,UAE,EmiratesSupport,0,mohammad issued ticket travel agency discus booking,0,neutral
4/7/2020,11:24:00,Dubai,UAE,EmiratesSupport,0,ranjeet issued ticket travel agency discus booking,0,neutral
4/7/2020,11:26:00,Dubai,UAE,EmiratesSupport,0,lorna  booking reference email address check kn,0,neutral
4/7/2020,11:27:00,Dubai,UAE,EmiratesSupport,0,mohammad  passenger full booking reference email address che,0.35,positive
4/7/2020,11:29:00,Dubai,UAE,EmiratesSupport,0,assay replied back ,0,neutral
4/7/2020,11:29:00,Dubai,UAE,emirates,165,hero express gratitude healthcare professional,0.1,positive
4/7/2020,11:31:00,Geneva,Switzerland,WHO,1852,niall world nurse midwife health worker fighting day night,0,neutral
4/7/2020,11:34:00,Geneva,Switzerland,WHO,380,pandemic underscore urgent strengthen global health workforce,0,neutral
4/7/2020,11:34:00,Geneva,Switzerland,wto,3,earth surface covered food,0,neutral
4/7/2020,11:34:00,Geneva,Switzerland,WHO,492,today opportunity invite reflect importance health amp tho,0,neutral
4/7/2020,11:35:00,Geneva,Switzerland,WHO,402,personally critical care nurse working midwife continue deliver child,0,neutral
4/7/2020,11:41:00,Geneva,Switzerland,WHO,188,nurse amp midwife face extraordinary challenge work achieve incredible thing mark,0.617,positive
4/7/2020,11:44:00,Geneva,Switzerland,WHO,245,nurse account half providing vital service health system bisto,-0.033,negative
4/7/2020,11:47:00,Geneva,Switzerland,WHO,124,world million nurse backbone health system underscore urgent,0,neutral
4/7/2020,11:53:00,Geneva,Switzerland,WHO,166,today released state world nursing report reminding unique role nurse,0.375,positive
4/7/2020,11:54:00,Geneva,Switzerland,WHO,337,state world nursing government invest massive acceleration nursing,0,neutral
4/7/2020,11:57:00,Geneva,Switzerland,WHO,488,today join tampa find voice support nurse,0,neutral
4/7/2020,12:00:00,Geneva,Switzerland,wto,47,bankruptcy closed store unpicked crop drop online order people lose job family,-0.1,negative
4/7/2020,12:01:00,Geneva,Switzerland,WHO,65,today recognition invaluable contribution,0,neutral
4/7/2020,12:04:00,Geneva,Switzerland,WHO,178,todaynnnurses midwife biggest cadre health worker,0,neutral
4/7/2020,12:14:00,Geneva,Switzerland,WHO,129,poraway amp aidan bergerac pending dim lunia kesehatan terutama sat terjadi sabah merdeka amp tenant kesehatan lanny ada,0.1,positive
4/7/2020,12:19:00,Geneva,Switzerland,WHO,142,today day celebrate critical role nurse amp midwife keeping world healthy thank,0.25,positive
4/7/2020,12:32:00,Geneva,Switzerland,WHO,84,european region million meaning nurse million people,0,neutral
4/7/2020,12:32:00,Geneva,Switzerland,WHO,138,today nurse midwife keeping healthynnsome nurse paolo chavez fro,0,neutral
4/7/2020,12:32:00,Geneva,Switzerland,WHO,207,world inthe report reveals global shortage million nurse greatest ga,0.5,positive
4/7/2020,12:35:00,Geneva,Switzerland,WHO,705,nurses health volunteersnnthis honour refugee serving,0,neutral
4/7/2020,12:35:00,Geneva,Switzerland,WHO,73,day world nurse midwife provide essential care service save life including,0,neutral
4/7/2020,12:35:00,Geneva,Switzerland,WHO,278,today world health day celebrate contribution nurse midwife their contribution essential,0,neutral
4/7/2020,12:41:00,Geneva,Switzerland,WHO,160,critical health worker investment education training vital,0.05,positive
4/7/2020,12:43:00,Geneva,Switzerland,WHO,144,released state world nursing report providing indepth,0,neutral
4/7/2020,12:46:00,Geneva,Switzerland,WHO,186,countries nursing graduate year improved ability,0,neutral
